account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,latest_churn_date,latest_reason_code,total_refund_usd,preceding_upgrade_flag,preceding_downgrade_flag,n_churn_events,ever_reactivated,is_churned,mrr_amount,arr_amount,billing_frequency,auto_renew_flag,n_subscriptions,first_sub_start,n_upgrades,n_downgrades,n_tickets,avg_csat,avg_resolution_hrs,avg_first_response_min,n_escalations,total_usage,total_duration_secs,total_errors,n_features_used,active_days,beta_usage,signup_month,lifetime_days,lifetime_months
A-54ecc2,Company_289,Cybersecurity,US,2023-06-11,partner,Enterprise,4,False,False,2024-11-23,support,0.0,True,False,3.0,False,1,5572,66864,monthly,True,11,2023-08-16,0,1,5.0,4.388765957446809,37.4,72.0,0.0,607,183498,39,28,54,6,2023-06,465.0,15.275952693823916
A-625d0b,Company_290,EdTech,AU,2024-09-02,ads,Basic,9,False,False,,,0.0,0,0,0.0,0,0,1791,21492,annual,True,11,2024-09-25,0,0,5.0,3.785021276595745,48.4,72.4,0.0,529,141489,38,32,54,6,2024-09,,
A-fce879,Company_291,EdTech,UK,2024-09-24,partner,Pro,10,True,True,2024-12-03,features,0.0,True,False,2.0,False,1,399,4788,annual,True,5,2024-09-28,0,1,2.0,4.0,28.0,61.5,0.0,299,98740,14,25,27,1,2024-09,66.0,2.1681997371879107
A-b07b56,Company_292,DevTools,US,2024-11-08,event,Pro,25,False,True,2024-12-24,budget,0.0,False,False,1.0,False,1,0,0,annual,True,15,2024-11-16,0,0,4.0,3.7359574468085106,31.25,93.75,0.0,633,185462,39,32,60,9,2024-11,38.0,1.2483574244415243
A-6da850,Company_293,FinTech,IN,2023-10-07,organic,Pro,5,False,False,2024-10-25,competitor,0.0,False,False,3.0,False,1,114,1368,annual,True,16,2023-10-08,3,1,5.0,3.9850212765957442,49.0,76.4,0.0,714,186370,54,30,67,8,2023-10,383.0,12.582128777923783
A-342303,Company_294,EdTech,US,2024-03-16,other,Pro,1,True,False,2024-03-20,features,0.0,False,False,1.0,False,1,0,0,annual,True,3,2024-05-03,0,0,3.0,4.3270921985815605,29.333333333333332,71.33333333333333,0.0,141,23149,5,12,15,1,2024-03,-44.0,-1.445466491458607
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23,event,Enterprise,3,False,False,2024-12-11,features,6.2,True,False,3.0,True,1,8756,105072,annual,True,12,2024-07-19,0,0,1.0,4.0,45.0,37.0,0.0,703,220928,36,36,67,3,2024-06,145.0,4.763469119579501
A-f1f639,Company_296,EdTech,US,2023-02-26,ads,Basic,2,False,False,2024-04-07,budget,0.0,False,False,2.0,True,1,1791,21492,monthly,True,4,2023-07-03,1,0,7.0,4.566079027355623,20.0,67.57142857142857,0.0,139,43097,10,12,13,4,2023-02,279.0,9.165571616294349
A-a865bd,Company_297,Cybersecurity,US,2023-09-19,organic,Pro,38,False,False,2024-03-18,unknown,0.0,False,False,2.0,False,1,2744,32928,monthly,False,5,2024-01-17,0,0,2.0,3.4906382978723407,31.5,21.5,0.0,230,60120,13,19,23,3,2023-09,61.0,2.0039421813403417
A-4e631b,Company_298,FinTech,US,2024-03-16,other,Enterprise,22,False,False,,,0.0,0,0,0.0,0,0,418,5016,annual,True,11,2024-03-18,1,1,2.0,3.9906382978723407,24.5,52.0,0.0,502,154668,29,32,46,4,2024-03,,
A-7f6b86,Company_299,HealthTech,US,2023-08-24,partner,Basic,45,True,True,2024-07-10,pricing,5.27,False,False,1.0,False,1,855,10260,annual,True,9,2023-08-30,3,0,7.0,3.8464437689969606,40.42857142857143,96.57142857142857,0.0,420,144249,14,27,41,3,2023-08,315.0,10.348226018396845
A-8adedc,Company_300,EdTech,US,2024-02-11,event,Basic,4,True,True,,,0.0,0,0,0.0,0,0,3332,39984,annual,True,14,2024-02-22,0,0,4.0,3.985957446808511,49.25,56.75,0.0,583,165997,33,32,60,5,2024-02,,
A-2edab2,Company_301,HealthTech,US,2023-11-17,event,Enterprise,17,False,False,2024-06-23,features,168.73,False,False,2.0,False,1,833,9996,monthly,True,10,2023-11-22,1,0,4.0,3.7359574468085106,30.0,102.25,0.0,487,160804,26,28,44,5,2023-11,214.0,7.030223390275952
A-149a69,Company_302,DevTools,US,2024-10-17,event,Basic,34,False,False,2024-12-04,pricing,0.0,True,False,1.0,False,1,646,7752,monthly,True,3,2024-12-05,0,0,8.0,4.1179787234042555,33.875,120.875,0.0,208,59894,9,18,18,1,2024-10,-1.0,-0.0328515111695138
A-a6d261,Company_303,FinTech,CA,2023-11-29,other,Pro,9,False,False,2024-03-10,unknown,99.94,True,False,1.0,False,1,247,2964,annual,True,14,2023-12-13,3,0,4.0,4.49531914893617,40.0,63.25,1.0,627,189235,29,36,61,6,2023-11,88.0,2.890932982917214
A-443f6f,Company_304,Cybersecurity,US,2024-12-07,organic,Basic,19,False,False,,,0.0,0,0,0.0,0,0,931,11172,monthly,True,9,2024-12-08,1,0,4.0,4.49531914893617,28.0,122.25,0.0,527,158149,28,31,56,4,2024-12,,
A-202b67,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,False,2024-09-14,pricing,78.87,False,False,2.0,False,1,5771,69252,monthly,True,9,2024-03-27,1,0,4.0,4.49531914893617,36.75,90.5,0.0,447,110514,40,29,45,5,2024-03,171.0,5.617608409986859
A-00bed1,Company_306,Cybersecurity,US,2023-11-14,ads,Basic,28,True,False,2024-01-03,unknown,21.17,False,False,1.0,False,1,5572,66864,annual,False,10,2023-11-16,3,0,4.0,3.9859574468085106,31.75,106.25,0.0,514,143734,27,32,49,2,2023-11,48.0,1.5768725361366622
A-ffc04f,Company_307,EdTech,US,2024-06-06,ads,Pro,13,False,False,2024-08-03,unknown,0.0,False,False,1.0,False,1,247,2964,monthly,True,15,2024-06-08,0,1,7.0,4.277689969604864,17.714285714285715,58.57142857142857,1.0,857,277347,64,37,83,7,2024-06,56.0,1.8396846254927726
A-65c341,Company_308,FinTech,US,2023-12-26,ads,Pro,11,True,False,2024-12-16,unknown,0.0,False,False,2.0,False,1,1911,22932,monthly,True,8,2024-02-15,0,0,5.0,3.985021276595745,41.4,87.8,0.0,410,147068,18,25,35,4,2023-12,305.0,10.019710906701707
A-dcc2f0,Company_309,FinTech,UK,2023-07-22,organic,Basic,15,False,False,2024-04-10,features,0.0,True,False,1.0,False,1,608,7296,annual,False,15,2023-10-02,2,0,2.0,3.981276595744681,27.0,100.0,0.0,833,243699,26,35,72,8,2023-07,191.0,6.274638633377135
A-ced9aa,Company_310,DevTools,US,2024-10-05,other,Enterprise,3,False,False,,,0.0,0,0,0.0,0,0,147,1764,annual,True,11,2024-10-11,0,0,7.0,3.8410942249240123,28.857142857142858,102.85714285714286,0.0,531,166970,39,33,52,5,2024-10,,
A-3d957b,Company_311,HealthTech,UK,2024-04-04,other,Pro,14,False,False,2024-05-05,budget,0.0,False,False,1.0,False,1,2786,33432,annual,False,6,2024-07-15,3,0,3.0,3.654184397163121,41.333333333333336,79.33333333333333,0.0,143,43699,13,13,15,3,2024-04,-71.0,-2.3324572930354797
A-89ee83,Company_312,Cybersecurity,US,2024-10-04,organic,Pro,1,False,True,,,0.0,0,0,0.0,0,0,3582,42984,monthly,True,11,2024-10-18,3,0,5.0,3.9925106382978726,21.8,66.2,1.0,565,172626,26,28,55,6,2024-10,,
A-883b7d,Company_313,Cybersecurity,IN,2024-03-28,other,Basic,17,False,False,,,0.0,0,0,0.0,0,0,9950,119400,annual,True,12,2024-04-21,0,0,7.0,3.708936170212766,25.571428571428573,62.285714285714285,1.0,644,189514,40,35,62,7,2024-03,,
A-dcc3f1,Company_314,HealthTech,US,2023-12-27,event,Pro,21,False,False,2024-10-10,features,0.0,False,False,2.0,False,1,399,4788,annual,False,8,2023-12-27,0,1,9.0,3.880567375886525,35.666666666666664,83.44444444444444,0.0,500,137958,32,31,47,6,2023-12,288.0,9.461235216819974
A-c62e55,Company_315,EdTech,US,2023-02-08,partner,Basic,1,True,False,,,0.0,0,0,0.0,0,0,686,8232,annual,True,9,2023-11-15,1,0,4.0,3.9953191489361704,27.5,101.25,0.0,337,87045,13,24,32,6,2023-02,,
A-e4144b,Company_316,EdTech,UK,2024-10-22,other,Pro,41,False,False,,,0.0,0,0,0.0,0,0,8159,97908,annual,True,10,2024-11-10,1,0,3.0,3.993758865248227,57.0,172.33333333333334,0.0,439,133397,21,26,43,5,2024-10,,
A-e40f45,Company_317,HealthTech,US,2024-04-18,organic,Pro,21,False,False,2024-11-09,budget,101.23,False,False,1.0,False,1,399,4788,monthly,False,7,2024-05-15,3,0,7.0,4.132158054711247,26.714285714285715,96.28571428571429,0.0,401,122954,26,29,45,5,2024-04,178.0,5.847568988173456
A-96215d,Company_318,FinTech,US,2024-08-08,event,Enterprise,10,False,False,,,0.0,0,0,0.0,0,0,490,5880,annual,False,6,2024-08-17,1,0,1.0,3.0,25.0,115.0,0.0,347,104442,21,20,29,5,2024-08,,
A-2b9d3e,Company_319,EdTech,US,2023-06-04,partner,Enterprise,1,False,False,,,0.0,0,0,0.0,0,0,398,4776,monthly,True,9,2023-09-06,1,0,3.0,4.320851063829788,34.666666666666664,79.33333333333333,0.0,444,142589,19,26,43,5,2023-06,,
A-b7724f,Company_320,HealthTech,UK,2023-03-28,organic,Basic,1,False,False,2024-09-01,competitor,242.55,True,False,3.0,True,1,551,6612,monthly,True,8,2023-06-03,0,0,3.0,3.3270921985815605,28.666666666666668,92.0,0.0,380,93251,16,28,37,2,2023-03,456.0,14.98028909329829
A-310452,Company_321,DevTools,FR,2024-12-25,other,Enterprise,9,False,False,2024-12-27,budget,0.0,True,False,2.0,False,1,171,2052,annual,True,5,2024-12-26,0,0,5.0,3.6,34.2,113.6,0.0,268,65581,16,20,23,4,2024-12,1.0,0.0328515111695138
A-eb1312,Company_322,FinTech,US,2024-09-16,partner,Pro,25,False,False,2024-10-03,unknown,0.0,False,False,2.0,False,1,475,5700,annual,True,12,2024-09-18,1,0,1.0,5.0,68.0,117.0,0.0,663,188047,38,31,60,4,2024-09,15.0,0.49277266754270693
A-df1e44,Company_323,Cybersecurity,UK,2024-02-23,organic,Enterprise,12,False,False,2024-11-20,budget,0.0,False,False,2.0,False,1,588,7056,monthly,True,11,2024-03-08,1,1,2.0,4.490638297872341,53.0,109.5,0.0,420,122432,14,25,42,5,2024-02,257.0,8.442838370565045
A-6a7c9d,Company_324,Cybersecurity,US,2024-10-24,organic,Enterprise,26,False,True,2024-11-21,support,178.84,False,False,2.0,False,1,1274,15288,annual,True,5,2024-11-12,0,0,3.0,3.993758865248227,34.333333333333336,60.0,0.0,189,65006,6,15,19,1,2024-10,9.0,0.2956636005256242
A-cbd1a3,Company_325,DevTools,US,2024-11-25,other,Basic,6,False,True,,,0.0,0,0,0.0,0,0,380,4560,annual,True,10,2024-11-26,2,0,4.0,3.9906382978723407,34.5,81.75,0.0,465,128809,32,29,44,3,2024-11,,
A-a8d89d,Company_326,EdTech,US,2023-12-08,ads,Pro,13,False,False,2024-08-26,pricing,0.0,False,False,2.0,False,1,323,3876,annual,True,12,2023-12-12,2,0,2.0,4.490638297872341,44.5,139.0,0.0,551,170966,26,32,54,5,2023-12,258.0,8.47568988173456
A-600734,Company_327,DevTools,US,2023-11-14,organic,Pro,29,True,True,,,0.0,0,0,0.0,0,0,1764,21168,monthly,True,13,2024-01-13,2,0,7.0,3.8464437689969606,52.57142857142857,89.42857142857143,1.0,660,190076,30,33,67,11,2023-11,,
A-86fc1d,Company_328,DevTools,UK,2024-07-26,partner,Basic,26,False,False,2024-08-12,support,0.0,True,False,1.0,False,1,0,0,monthly,True,9,2024-08-08,3,0,5.0,3.988765957446809,27.0,59.2,0.0,363,111108,26,26,37,3,2024-07,4.0,0.1314060446780552
A-78f02b,Company_329,HealthTech,US,2024-11-17,event,Enterprise,11,False,False,2024-12-09,budget,0.0,False,False,2.0,False,1,539,6468,annual,True,4,2024-11-19,1,0,4.0,3.9953191489361704,45.75,55.0,0.0,211,62349,16,17,20,3,2024-11,20.0,0.657030223390276
A-acb7f7,Company_330,EdTech,US,2024-01-06,ads,Basic,32,False,False,2024-03-21,competitor,0.0,True,False,1.0,False,1,608,7296,annual,True,12,2024-01-07,2,1,3.0,3.660425531914894,41.0,91.0,0.0,612,176628,36,33,59,10,2024-01,74.0,2.431011826544021
A-712f1c,Company_331,DevTools,US,2023-12-16,ads,Basic,17,False,True,2024-10-24,budget,68.99,False,False,1.0,False,1,833,9996,annual,True,12,2024-01-03,2,0,6.0,3.993758865248227,41.666666666666664,88.83333333333333,0.0,631,181302,34,32,67,5,2023-12,295.0,9.69119579500657
A-3793ee,Company_332,Cybersecurity,CA,2023-03-21,organic,Enterprise,49,True,False,2023-06-16,unknown,0.0,False,False,1.0,False,1,9751,117012,monthly,False,7,2023-11-20,1,1,4.0,3.9859574468085106,43.75,100.25,0.0,352,97381,11,25,37,1,2023-03,-157.0,-5.157687253613666
A-9a532a,Company_333,HealthTech,US,2024-07-06,partner,Enterprise,11,False,False,,,0.0,0,0,0.0,0,0,2189,26268,monthly,True,4,2024-08-28,0,0,2.0,3.981276595744681,57.5,128.5,0.0,185,75595,15,16,18,4,2024-07,,
A-2ebb4b,Company_334,HealthTech,US,2023-05-15,ads,Basic,41,False,False,2024-12-29,features,0.0,True,False,3.0,True,1,2009,24108,monthly,True,10,2023-06-04,1,0,2.0,3.0,43.5,136.5,0.0,488,143502,33,27,49,7,2023-05,574.0,18.85676741130092
A-6843f2,Company_335,HealthTech,CA,2024-12-10,ads,Enterprise,21,False,False,,,0.0,0,0,0.0,0,0,1029,12348,annual,True,9,2024-12-11,0,1,2.0,3.0,36.5,78.0,0.0,481,126424,17,24,44,3,2024-12,,
A-c9bb3e,Company_336,EdTech,US,2024-03-24,ads,Pro,5,False,False,2024-10-03,unknown,0.0,False,False,2.0,False,1,190,2280,monthly,True,10,2024-04-01,1,0,7.0,4.137507598784195,27.714285714285715,86.14285714285714,1.0,474,171153,20,27,43,2,2024-03,185.0,6.077529566360052
A-4814a3,Company_337,Cybersecurity,IN,2024-09-17,event,Basic,87,False,True,2024-11-25,pricing,0.0,False,False,1.0,False,1,4263,51156,monthly,True,11,2024-09-27,2,1,4.0,3.9859574468085106,18.75,97.0,1.0,587,168767,45,35,58,7,2024-09,59.0,1.938239159001314
A-b7b7b7,Company_338,FinTech,US,2024-06-30,event,Basic,24,False,True,,,0.0,0,0,0.0,0,0,1176,14112,annual,True,12,2024-07-12,1,0,3.0,4.6604255319148935,17.0,99.0,0.0,571,166390,26,31,54,6,2024-06,,
A-ccc747,Company_339,HealthTech,FR,2024-01-12,event,Pro,16,False,True,2024-09-02,competitor,104.25,True,False,3.0,False,1,304,3648,annual,True,6,2024-05-13,2,0,4.0,4.235957446808511,32.25,83.25,1.0,284,89582,13,23,30,3,2024-01,112.0,3.679369250985545
A-bb3bd4,Company_340,HealthTech,US,2024-01-27,ads,Basic,23,False,False,2024-06-30,unknown,0.0,True,False,2.0,False,1,437,5244,annual,True,7,2024-04-05,2,0,11.0,4.0841005802707935,32.72727272727273,106.36363636363636,0.0,315,93609,11,18,29,1,2024-01,86.0,2.8252299605781865
A-09316c,Company_341,FinTech,AU,2024-09-11,organic,Enterprise,70,False,False,2024-12-05,unknown,0.0,False,False,1.0,False,1,13930,167160,annual,True,11,2024-09-19,2,0,4.0,3.75,54.75,106.25,1.0,566,149461,31,28,54,5,2024-09,77.0,2.5295663600525624
A-96bbc6,Company_342,Cybersecurity,US,2024-05-07,organic,Enterprise,39,False,False,2024-12-21,budget,125.6,True,False,3.0,True,1,741,8892,monthly,True,8,2024-05-23,3,1,3.0,3.3333333333333335,51.333333333333336,67.0,0.0,482,152806,25,30,47,5,2024-05,212.0,6.964520367936925
A-bc4d48,Company_343,EdTech,US,2024-06-12,ads,Pro,35,True,False,,,0.0,0,0,0.0,0,0,665,7980,annual,True,7,2024-06-26,1,0,6.0,4.16354609929078,41.166666666666664,65.83333333333333,1.0,321,89391,9,24,30,1,2024-06,,
A-b30291,Company_344,HealthTech,US,2024-04-05,event,Basic,5,True,True,2024-09-03,competitor,277.54,False,True,1.0,False,1,245,2940,annual,True,10,2024-04-09,0,0,1.0,3.981276595744681,16.0,1.0,0.0,519,161097,31,26,47,8,2024-04,147.0,4.829172141918528
A-cdf020,Company_345,DevTools,AU,2023-08-16,organic,Pro,23,False,False,2024-11-07,support,105.26,False,False,2.0,True,1,2156,25872,monthly,True,8,2023-12-01,2,0,4.0,3.9953191489361704,29.5,39.25,0.0,379,119522,18,25,39,4,2023-08,342.0,11.235216819973719
A-e6afc1,Company_346,DevTools,US,2023-02-24,ads,Pro,1,False,False,,,0.0,0,0,0.0,0,0,0,0,monthly,False,11,2023-05-24,0,0,0.0,,,,0.0,679,196287,30,32,67,6,2023-02,,
A-e3bd71,Company_347,Cybersecurity,US,2023-03-25,partner,Basic,31,False,False,2023-12-30,support,0.0,False,True,1.0,False,1,1519,18228,annual,False,11,2023-04-03,1,1,4.0,3.9906382978723407,30.25,119.0,0.0,638,187024,27,32,60,3,2023-03,271.0,8.902759526938238
A-b179bf,Company_348,Cybersecurity,IN,2024-10-27,ads,Basic,43,False,False,2024-12-05,features,0.0,False,False,3.0,False,1,0,0,annual,True,5,2024-10-27,0,0,6.0,3.9843971631205672,24.666666666666668,94.33333333333333,0.0,398,110855,18,23,37,5,2024-10,39.0,1.281208935611038
A-098560,Company_349,DevTools,UK,2023-10-21,ads,Enterprise,1,False,True,2024-09-04,pricing,34.35,False,False,2.0,False,1,796,9552,monthly,True,11,2023-12-10,1,0,2.0,3.0,28.0,100.0,1.0,567,174302,32,32,54,8,2023-10,269.0,8.83705650459921
A-82861f,Company_350,DevTools,UK,2024-04-25,organic,Basic,41,False,False,2024-05-17,support,0.0,False,False,1.0,False,1,8159,97908,annual,False,10,2024-05-18,0,0,5.0,3.2,24.4,55.0,0.0,462,130873,43,28,48,4,2024-04,-1.0,-0.0328515111695138
A-94c3cd,Company_351,FinTech,CA,2023-09-20,other,Enterprise,32,False,False,,,0.0,0,0,0.0,0,0,6368,76416,monthly,True,6,2024-01-06,0,0,4.0,3.7406382978723407,44.75,116.5,1.0,306,104197,18,18,30,4,2023-09,,
A-a33200,Company_352,HealthTech,US,2024-09-15,partner,Basic,29,False,False,2024-10-07,features,21.61,True,False,1.0,False,1,551,6612,monthly,True,12,2024-09-26,1,0,3.0,4.3270921985815605,36.333333333333336,88.33333333333333,0.0,517,150997,26,33,53,5,2024-09,11.0,0.36136662286465177
A-034368,Company_353,EdTech,US,2023-11-05,event,Enterprise,19,False,False,2024-08-29,features,0.0,True,False,1.0,False,1,4577,54924,monthly,True,5,2023-12-14,0,0,5.0,3.988765957446809,41.2,91.8,0.0,265,80423,25,20,27,4,2023-11,259.0,8.508541392904073
A-b54c01,Company_354,DevTools,US,2024-09-29,event,Enterprise,29,False,False,2024-10-23,budget,0.0,True,False,1.0,False,1,551,6612,annual,False,4,2024-10-07,0,0,5.0,3.588765957446809,42.6,77.2,0.0,226,64973,17,15,21,3,2024-09,16.0,0.5256241787122208
A-d82ef9,Company_355,EdTech,UK,2024-07-02,other,Basic,26,False,True,2024-08-06,budget,74.94,False,False,1.0,False,1,494,5928,monthly,True,14,2024-07-14,1,2,5.0,4.1962553191489365,39.8,91.6,1.0,679,194022,46,32,64,5,2024-07,23.0,0.7555847568988173
A-bb2f49,Company_356,Cybersecurity,US,2023-05-28,other,Pro,8,False,False,,,0.0,0,0,0.0,0,0,1372,16464,monthly,False,11,2023-06-29,2,1,3.0,3.993758865248227,22.333333333333332,102.33333333333333,0.0,618,190070,42,31,60,2,2023-05,,
A-1f559b,Company_357,HealthTech,US,2023-09-04,organic,Enterprise,5,True,True,2024-09-28,features,0.0,False,False,1.0,False,1,190,2280,annual,False,10,2023-12-12,0,1,5.0,4.2,50.4,116.2,0.0,400,117267,27,29,37,4,2023-09,291.0,9.559789750328514
A-5a215a,Company_358,EdTech,FR,2024-01-05,other,Enterprise,87,False,False,,,0.0,0,0,0.0,0,0,4263,51156,annual,True,18,2024-01-31,2,0,4.0,3.9953191489361704,29.5,38.0,0.0,807,271652,71,32,73,8,2024-01,,
A-3f9cc0,Company_359,HealthTech,US,2024-06-03,event,Basic,22,False,False,2024-12-21,budget,0.0,False,False,3.0,True,1,5970,71640,monthly,True,7,2024-06-23,1,2,5.0,4.188765957446809,34.8,112.6,1.0,407,124321,24,25,42,0,2024-06,181.0,5.946123521681997
A-f9cc74,Company_360,DevTools,FR,2024-10-12,partner,Enterprise,30,True,False,,,0.0,0,0,0.0,0,0,0,0,monthly,True,10,2024-10-12,1,0,6.0,3.9968794326241137,49.833333333333336,118.33333333333333,0.0,484,130826,22,30,49,7,2024-10,,
A-ed510f,Company_361,Cybersecurity,IN,2023-01-17,partner,Basic,42,False,False,2023-05-05,budget,0.0,False,False,1.0,False,1,2058,24696,monthly,True,10,2023-03-09,2,0,9.0,3.989598108747045,44.55555555555556,82.55555555555556,0.0,493,160744,28,27,48,5,2023-01,57.0,1.8725361366622864
A-5c9849,Company_362,EdTech,IN,2024-11-03,partner,Basic,19,False,False,2024-11-13,unknown,0.0,False,True,1.0,False,1,931,11172,monthly,False,9,2024-11-10,2,0,4.0,3.981276595744681,59.5,41.0,1.0,473,151483,23,30,44,2,2024-11,3.0,0.09855453350854139
A-a7bd4b,Company_363,Cybersecurity,US,2023-02-15,ads,Enterprise,5,False,False,2024-10-15,features,0.0,False,False,1.0,False,1,342,4104,monthly,True,11,2023-03-19,2,0,6.0,3.493758865248227,36.833333333333336,86.16666666666667,0.0,576,166772,37,29,53,5,2023-02,576.0,18.922470433639948
A-d4ac0e,Company_364,DevTools,UK,2024-04-20,ads,Basic,18,False,False,,,0.0,0,0,0.0,0,0,882,10584,monthly,True,19,2024-05-10,3,0,4.0,3.7406382978723407,21.0,34.0,0.0,793,245619,53,38,76,9,2024-04,,
A-ffdfd5,Company_365,EdTech,US,2024-04-13,organic,Basic,3,False,True,2024-08-08,features,0.0,False,False,1.0,False,1,147,1764,monthly,True,10,2024-04-24,1,0,0.0,,,,0.0,529,139609,28,29,51,4,2024-04,106.0,3.4822601839684624
A-0dbdc6,Company_366,Cybersecurity,DE,2023-02-12,other,Pro,30,False,True,2024-04-14,pricing,175.02,False,True,2.0,False,1,2303,27636,annual,True,9,2023-06-14,0,0,4.0,4.235957446808511,47.0,95.25,0.0,512,155107,31,32,51,6,2023-02,305.0,10.019710906701707
A-7cfe77,Company_367,DevTools,US,2024-07-10,ads,Pro,69,False,False,2024-12-19,features,0.0,False,True,2.0,False,1,1311,15732,annual,True,5,2024-07-30,1,1,7.0,3.706261398176292,30.714285714285715,105.57142857142857,0.0,205,57582,11,16,19,1,2024-07,142.0,4.664914586070959
A-1f0636,Company_368,EdTech,AU,2024-01-01,partner,Pro,105,False,False,,,0.0,0,0,0.0,0,0,20895,250740,annual,False,11,2024-02-27,3,0,2.0,3.5,38.5,75.0,0.0,685,212120,30,32,67,4,2024-01,,
A-40de06,Company_369,Cybersecurity,US,2023-05-08,event,Enterprise,28,False,True,,,0.0,0,0,0.0,0,0,532,6384,annual,True,16,2023-06-03,2,1,3.0,3.9875177304964544,40.333333333333336,67.66666666666667,0.0,902,267400,43,37,84,14,2023-05,,
A-cb5333,Company_370,DevTools,US,2024-03-26,ads,Pro,33,False,False,2024-08-11,features,0.0,False,False,1.0,False,1,1617,19404,monthly,True,16,2024-04-01,0,1,4.0,3.7359574468085106,30.75,85.75,0.0,796,263767,34,36,77,8,2024-03,132.0,4.336399474375821
A-309e54,Company_371,DevTools,US,2024-12-09,other,Pro,15,False,False,2024-12-14,support,106.67,False,False,1.0,False,1,285,3420,annual,True,11,2024-12-13,0,1,5.0,3.785021276595745,23.8,90.2,0.0,509,168199,24,28,50,3,2024-12,1.0,0.0328515111695138
A-6e7827,Company_372,DevTools,US,2023-03-26,other,Basic,1,False,False,2024-04-09,features,0.0,False,False,2.0,False,1,833,9996,annual,True,9,2023-06-11,3,0,2.0,3.5,51.0,83.5,0.0,419,123307,31,24,40,3,2023-03,303.0,9.95400788436268
A-50bb9f,Company_373,Cybersecurity,US,2024-07-12,organic,Pro,2,False,False,2024-09-12,unknown,0.0,False,True,2.0,True,1,2646,31752,annual,True,8,2024-07-22,2,0,7.0,3.989300911854104,33.285714285714285,74.71428571428571,0.0,276,99328,15,18,24,5,2024-07,52.0,1.7082785808147174
A-5fe118,Company_374,Cybersecurity,US,2024-11-07,other,Enterprise,39,False,False,2024-12-16,features,114.86,False,False,1.0,False,1,0,0,monthly,True,5,2024-12-02,0,0,1.0,4.0,19.0,26.0,0.0,233,59902,12,14,21,5,2024-11,14.0,0.45992115637319314
A-5247b3,Company_375,FinTech,UK,2024-03-12,partner,Pro,16,True,False,2024-10-16,pricing,28.84,False,True,2.0,False,1,1406,16872,annual,True,11,2024-03-23,3,0,5.0,3.9925106382978726,45.8,96.6,0.0,610,177212,29,32,57,9,2024-03,207.0,6.800262812089356
A-f44180,Company_376,Cybersecurity,UK,2023-02-13,event,Pro,9,False,False,2023-04-29,competitor,38.15,False,False,1.0,False,1,0,0,annual,False,11,2023-03-25,0,0,2.0,5.0,46.5,123.0,0.0,520,164121,22,27,51,10,2023-02,35.0,1.149802890932983
A-c16cf7,Company_377,EdTech,US,2024-10-16,event,Pro,13,True,False,2024-12-07,support,0.0,True,False,2.0,False,1,665,7980,annual,True,10,2024-10-18,0,0,3.0,3.660425531914894,48.333333333333336,111.66666666666667,0.0,577,144846,26,33,56,8,2024-10,50.0,1.6425755584756898
A-d42431,Company_378,FinTech,FR,2024-06-09,ads,Enterprise,22,True,False,2024-10-12,budget,17.42,True,False,2.0,False,1,4378,52536,annual,True,9,2024-06-11,1,1,4.0,3.9906382978723407,24.25,119.5,0.0,457,133864,34,26,47,6,2024-06,123.0,4.040735873850197
A-6965e1,Company_379,DevTools,US,2024-11-25,organic,Basic,13,False,False,2024-12-09,features,0.0,False,False,3.0,False,1,247,2964,monthly,True,12,2024-12-05,1,1,3.0,3.654184397163121,39.0,128.33333333333334,0.0,627,188154,29,27,56,4,2024-11,4.0,0.1314060446780552
A-0354fe,Company_380,Cybersecurity,US,2024-10-22,other,Basic,34,False,False,2024-11-26,support,0.0,False,True,2.0,False,1,6766,81192,monthly,False,7,2024-11-03,1,0,4.0,3.9906382978723407,20.0,69.25,0.0,463,152435,30,28,44,3,2024-10,23.0,0.7555847568988173
A-0a62f5,Company_381,FinTech,UK,2024-09-11,partner,Pro,16,False,False,2024-12-27,support,156.45,True,True,5.0,False,1,475,5700,monthly,True,4,2024-09-16,0,0,2.0,3.981276595744681,33.5,105.0,0.0,244,74890,7,20,25,2,2024-09,102.0,3.350854139290407
A-f5641b,Company_382,EdTech,US,2024-03-30,other,Pro,31,False,False,2024-06-17,features,0.0,False,False,2.0,False,1,8955,107460,monthly,True,10,2024-04-21,1,1,4.0,3.4906382978723407,47.5,98.0,1.0,438,141649,18,27,39,4,2024-03,57.0,1.8725361366622864
A-b44e3e,Company_383,Cybersecurity,UK,2024-02-12,ads,Basic,40,False,False,2024-04-14,unknown,0.0,False,False,1.0,False,1,7960,95520,annual,True,7,2024-02-28,3,0,3.0,4.333333333333333,40.0,75.33333333333333,0.0,387,114913,13,20,37,4,2024-02,46.0,1.5111695137976346
A-3b37d9,Company_384,FinTech,US,2023-01-27,event,Enterprise,23,False,False,2024-10-13,support,0.0,False,False,2.0,False,1,4577,54924,annual,True,7,2023-04-11,2,0,5.0,4.188765957446809,36.0,89.8,0.0,451,128119,21,26,43,2,2023-01,551.0,18.101182654402102
